
英国 · 本土,#genre#
真实犯罪UK ,https://b6cca454.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9UcnVlQ3JpbWVVS2Zyb21DQlNSZWFsaXR5X0hMUw/playlist.m3u8
U&欢笑  [地区限制],https://amg00886-uktvmedialimite-uktvplaylaughs-samsunguk-ow1dn.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplaylaughs-samsunguk/playlist.m3u8
U&真实英雄  [地区限制],https://amg00886-uktvmedialimite-uktvplayheroes-samsunguk-vy8op.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayheroes-samsunguk/playlist.m3u8
U&过去  [地区限制],https://amg00886-uktvmedialimite-uktvplayuncovered-samsunguk-pxi83.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayuncovered-samsunguk/playlist.m3u8
U&交通  [地区限制],https://amg00886-uktvmedialimite-uktvplayfullthrottle-samsunguk-36uja.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayfullthrottle-samsunguk/playlist.m3u8
电子游戏英雄 ,https://amg01076-amg01076c16-samsung-gb-4793.playouts.now.amagi.tv/playlist/amg01076-lightning-kcvideogameseng-samsunggb/playlist.m3u8
水熊 ,https://amg01415-waterbearnetwor-waterbear-samsunguk-1h0y8.amagi.tv/playlist/amg01415-waterbearnetwor-waterbear-samsunguk/playlist.m3u8
wedo电影  [地区限制],https://videosolu-w4freemovies-samsunguk-jpmp3.amagi.tv/playlist/videosolu-w4freemovies-samsunguk/playlist.m3u8
车轮与钢铁 ,https://amg01775-amg01775c2-amgplt0002.playout.now3.amagi.tv/ts-eu-w1-n2/playlist/amg01775-amg01775c2-amgplt0002/playlist.m3u8
野生星球 ,https://d1h8whhtg5u7om.cloudfront.net/WildPlanet_GB.m3u8
Wipeout Xtra ,https://d36nnn435goed2.cloudfront.net/WipeoutXtraPoweredbyBanijay_GB.m3u8
世界扑克巡回赛 ,https://amg00477-samsungelectron-worldpokertour-samsunguk-81igb.amagi.tv/playlist/amg00477-samsungelectron-worldpokertour-samsunguk/playlist.m3u8
世界大战TV ,https://amg00841-aenetworksukane-worldwartv-samsunguk-fiod1.amagi.tv/playlist/amg00841-aenetworksukane-worldwartv-samsunguk/playlist.m3u8



英国 · 备用,#genre#

回旋镖,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905954.m3u8
卡通网络,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905951.m3u8
喜剧中心,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905948.m3u8
黄金台,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905945.m3u8
MTV,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905942.m3u8
尼克国际儿童频道,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905936.m3u8
尼克少儿,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905939.m3u8
尼克卡通,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905933.m3u8
英超体育1,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905930.m3u8
英超体育2,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905927.m3u8
天空动作,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905923.m3u8
天空冒险,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905826.m3u8
天空动画,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905823.m3u8
天空艺术1,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905920.m3u8
天空大西洋,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905917.m3u8
天空伯恩,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905914.m3u8
天空影院首映,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905911.m3u8
天空喜剧,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905908.m3u8
天空犯罪,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905905.m3u8
天空纪录片,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905902.m3u8
天空戏剧,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905899.m3u8
天空经典,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905896.m3u8
天空历史,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905893.m3u8
天空儿童,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905890.m3u8
天空麦克斯,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905887.m3u8
天空自然,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905884.m3u8
天空新闻直播,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905881.m3u8
天空科幻/恐怖,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905878.m3u8
天空科幻,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905875.m3u8
天空展示,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905872.m3u8
天空体育+,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905835.m3u8
天空体育动作,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905867.m3u8
天空体育板球,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905864.m3u8
天空体育足球,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905858.m3u8
天空体育主赛事,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905853.m3u8
天空体育混合,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905850.m3u8
天空体育新闻总部,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905847.m3u8
天空体育英超,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905844.m3u8
天空体育赛马,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905841.m3u8
天空体育网球,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905838.m3u8
天空惊悚,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905832.m3u8
天空见证,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905829.m3u8
TNT体育1,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905819.m3u8
TNT体育2,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905816.m3u8
TNT体育3,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905813.m3u8
TNT体育4,https://gh-proxy.com/https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905810.m3u8
英国|英国广播公司第三台/儿童台（HEVC）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/111550.m3u8
英国|英国广播公司第四台/幼儿台（HEVC）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/111551.m3u8
英国|家居装饰台,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1014329.m3u8
英国|天空纪录片台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/164072.m3u8
英国|探索频道（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/30549.m3u8
英国|历史频道（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/30534.m3u8
英国|历史第二频道（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/30535.m3u8
英国|国家地理野生台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/30525.m3u8
英国|国家地理频道（HEVC全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1458749.m3u8
英国|天空自然台（HEVC全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1458747.m3u8
英国|天空犯罪台（HEVC全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1458761.m3u8
英国|科幻频道（HEVC全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1458754.m3u8
英国|犯罪调查频道（HEVC全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1458757.m3u8
英国|电影狂热好莱坞台（4K）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1430509.m3u8
英国|天空影院动作台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163996.m3u8
英国|天空影院家庭台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163993.m3u8
英国|天空影院剧情台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163997.m3u8
英国|天空影院经典台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/164000.m3u8
英国|天空影院热播台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163992.m3u8
英国|天空影院首映台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163991.m3u8
英国|天空影院科幻台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163998.m3u8
英国|天空影院惊悚台（全高清）,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/163999.m3u8
DISCOVERY+ DOC 1,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1187714.m3u8
DISCOVERY+ DOC 2,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1187715.m3u8
DISCOVERY+ IMAX,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1187713.m3u8
DISNEY+ 经典,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503115.m3u8
DISNEY+ 喜剧,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503116.m3u8
DISNEY+ 儿童,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503117.m3u8
DISNEY+ 漫威,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503118.m3u8
DISNEY+ 国家地理,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503119.m3u8
DISNEY+ 皮克斯,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503120.m3u8
DISNEY+ 浪漫,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1503121.m3u8
HBO 频道 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1034767.m3u8



美国 · 娱乐,#genre#
A&E 历史纪实,http://lunar.pm:8080/RandyJ/9876/9229
ABC 美国广播,http://lunar.pm:8080/RandyJ/9876/9228
Adult Swim 成人游泳,http://lunar.pm:8080/RandyJ/9876/66602
AFN 家庭/脉冲,http://lunar.pm:8080/RandyJ/9876/118462
AFN 电影,http://lunar.pm:8080/RandyJ/9876/118463
AFN 大西洋精选,http://lunar.pm:8080/RandyJ/9876/118465
AFN 太平洋精选,http://lunar.pm:8080/RandyJ/9876/118466
AFN 频谱,http://lunar.pm:8080/RandyJ/9876/118467
AMC 电影频道,http://lunar.pm:8080/RandyJ/9876/9227
AMC+ 电影,http://lunar.pm:8080/RandyJ/9876/108531
美国英雄,http://lunar.pm:8080/RandyJ/9876/9218
动物星球,http://lunar.pm:8080/RandyJ/9876/9217
Antenna 天线电视,http://lunar.pm:8080/RandyJ/9876/9200
Aspire 励志频道,http://lunar.pm:8080/RandyJ/9876/105642
AXS 音乐频道,http://lunar.pm:8080/RandyJ/9876/47718
BBC 美国台,http://lunar.pm:8080/RandyJ/9876/9215
BET 黑人娱乐,http://lunar.pm:8080/RandyJ/9876/9214
BET HER 女性频道,http://lunar.pm:8080/RandyJ/9876/49221
BET Jamz 音乐,http://lunar.pm:8080/RandyJ/9876/98681
BET Soul 灵魂乐,http://lunar.pm:8080/RandyJ/9876/98682
Blaze 火焰电视,http://lunar.pm:8080/RandyJ/9876/105643
Bounce 弹跳电视,http://lunar.pm:8080/RandyJ/9876/9211
Bravo 精彩频道,http://lunar.pm:8080/RandyJ/9876/9210
Bravo 精彩(西部),http://lunar.pm:8080/RandyJ/9876/56094
Buzzr 益智游戏,http://lunar.pm:8080/RandyJ/9876/9209
CBS 哥伦比亚广播,http://lunar.pm:8080/RandyJ/9876/9208
Charge! 动作频道,http://lunar.pm:8080/RandyJ/9876/133603
Cleo TV 女性频道,http://lunar.pm:8080/RandyJ/9876/105644
CMT 乡村音乐电视,http://lunar.pm:8080/RandyJ/9876/9207
喜剧中心,http://lunar.pm:8080/RandyJ/9876/9206
美食频道,http://lunar.pm:8080/RandyJ/9876/9205
Comet TV 科幻频道,http://lunar.pm:8080/RandyJ/9876/64816
Cozi TV 复古频道,http://lunar.pm:8080/RandyJ/9876/21473
Dog TV 宠物电视,http://lunar.pm:8080/RandyJ/9876/63404
E! 娱乐电视,http://lunar.pm:8080/RandyJ/9876/9198
E! 娱乐电视(西部),http://lunar.pm:8080/RandyJ/9876/56095
Folk TV 民谣频道,http://lunar.pm:8080/RandyJ/9876/100321
美食频道,http://lunar.pm:8080/RandyJ/9876/9195
美食频道(西部),http://lunar.pm:8080/RandyJ/9876/56096
FOX 福克斯广播,http://lunar.pm:8080/RandyJ/9876/9194
Freeform 自由频道,http://lunar.pm:8080/RandyJ/9876/9193
Fuse 音乐频道,http://lunar.pm:8080/RandyJ/9876/9192
FX 影视频道,http://lunar.pm:8080/RandyJ/9876/9190
FXM 电影频道,http://lunar.pm:8080/RandyJ/9876/9189
FXX 喜剧频道,http://lunar.pm:8080/RandyJ/9876/9188
FYI 生活资讯,http://lunar.pm:8080/RandyJ/9876/9187
伟大美国乡村家庭,http://lunar.pm:8080/RandyJ/9876/105641
Grit TV 西部动作,http://lunar.pm:8080/RandyJ/9876/9185
GSN 游戏秀网,http://lunar.pm:8080/RandyJ/9876/9184
Hallmark 贺曼频道,http://lunar.pm:8080/RandyJ/9876/9183
Hallmark 戏剧,http://lunar.pm:8080/RandyJ/9876/105645
Hallmark 电影与悬疑,http://lunar.pm:8080/RandyJ/9876/9182
HGTV 家居园艺,http://lunar.pm:8080/RandyJ/9876/9181
HGTV 家居园艺(西部),http://lunar.pm:8080/RandyJ/9876/56099
HLN 头条新闻,http://lunar.pm:8080/RandyJ/9876/9180
Insp 灵感频道,http://lunar.pm:8080/RandyJ/9876/69080
调查发现频道,http://lunar.pm:8080/RandyJ/9876/9177
ION 电视网,http://lunar.pm:8080/RandyJ/9876/9175
司法中心频道,http://lunar.pm:8080/RandyJ/9876/97091
Laff TV 喜剧,http://lunar.pm:8080/RandyJ/9876/105646
Lifetime 终身频道,http://lunar.pm:8080/RandyJ/9876/9174
Lifetime 电影,http://lunar.pm:8080/RandyJ/9876/9173
Logo TV 频道,http://lunar.pm:8080/RandyJ/9876/64817
MeTV 经典电视,http://lunar.pm:8080/RandyJ/9876/9172
MTV 音乐电视,http://lunar.pm:8080/RandyJ/9876/47752
MTV2,http://lunar.pm:8080/RandyJ/9876/109359
MTV Live 直播,http://lunar.pm:8080/RandyJ/9876/102259
NBC 全国广播公司,http://lunar.pm:8080/RandyJ/9876/9171
OWN 奥普拉频道,http://lunar.pm:8080/RandyJ/9876/9169
Oxygen 真实罪案,http://lunar.pm:8080/RandyJ/9876/9168
Oxygen 真实罪案(西部),http://lunar.pm:8080/RandyJ/9876/56100
派拉蒙电视网,http://lunar.pm:8080/RandyJ/9876/9158
PBS 公共广播,http://lunar.pm:8080/RandyJ/9876/97089
Pets TV 宠物频道,http://lunar.pm:8080/RandyJ/9876/110048
Pop TV 流行频道,http://lunar.pm:8080/RandyJ/9876/35312
QVC 电视购物,http://lunar.pm:8080/RandyJ/9876/9164
Reelz 电影频道,http://lunar.pm:8080/RandyJ/9876/101896
RFD-TV 乡村生活,http://lunar.pm:8080/RandyJ/9876/134676
Revolt 音乐频道,http://lunar.pm:8080/RandyJ/9876/105647
Start TV 剧情频道,http://lunar.pm:8080/RandyJ/9876/117496
Sundance 圣丹斯频道,http://lunar.pm:8080/RandyJ/9876/9157
Syfy 科幻频道,http://lunar.pm:8080/RandyJ/9876/9156
Syfy 科幻(西部),http://lunar.pm:8080/RandyJ/9876/56101
TBS 特纳广播,http://lunar.pm:8080/RandyJ/9876/9154
TCM 经典电影,http://lunar.pm:8080/RandyJ/9876/56644
乡村音乐网,http://lunar.pm:8080/RandyJ/9876/110299
TLC 学习频道,http://lunar.pm:8080/RandyJ/9876/9152
TNT 特纳电视网,http://lunar.pm:8080/RandyJ/9876/9151
TNT 特纳电视网(西部),http://lunar.pm:8080/RandyJ/9876/56102
旅游频道,http://lunar.pm:8080/RandyJ/9876/9150
旅游频道(西部),http://lunar.pm:8080/RandyJ/9876/56103
TruTV 真人电视,http://lunar.pm:8080/RandyJ/9876/9149
TV Land 经典情景,http://lunar.pm:8080/RandyJ/9876/9147
TV One 黑人频道,http://lunar.pm:8080/RandyJ/9876/9146
环球频道,http://lunar.pm:8080/RandyJ/9876/9145
UP TV 家庭频道,http://lunar.pm:8080/RandyJ/9876/99451
USA 电视网,http://lunar.pm:8080/RandyJ/9876/9144
USA 电视网(西部),http://lunar.pm:8080/RandyJ/9876/48468
VH1 音乐频道,http://lunar.pm:8080/RandyJ/9876/9143
Vice 新闻,http://lunar.pm:8080/RandyJ/9876/9142
We TV 真人秀,http://lunar.pm:8080/RandyJ/9876/49222
WGN 美国台,http://lunar.pm:8080/RandyJ/9876/9140

美国 · 纪实,#genre#
犯罪与调查,http://lunar.pm:8080/RandyJ/9876/110775
美国目的地,http://lunar.pm:8080/RandyJ/9876/110776
探索频道(东部),http://lunar.pm:8080/RandyJ/9876/110777
探索频道(西部),http://lunar.pm:8080/RandyJ/9876/110778
探索家庭,http://lunar.pm:8080/RandyJ/9876/110779
探索生活,http://lunar.pm:8080/RandyJ/9876/110780
探索科学,http://lunar.pm:8080/RandyJ/9876/110781
DIY 动手网,http://lunar.pm:8080/RandyJ/9876/110782
H2 历史频道2,http://lunar.pm:8080/RandyJ/9876/110783
历史频道(东部),http://lunar.pm:8080/RandyJ/9876/110784
历史频道(西部),http://lunar.pm:8080/RandyJ/9876/110785
军事历史,http://lunar.pm:8080/RandyJ/9876/110786
ID 调查频道,http://lunar.pm:8080/RandyJ/9876/110787
国家地理(东部),http://lunar.pm:8080/RandyJ/9876/110788
国家地理(西部),http://lunar.pm:8080/RandyJ/9876/110789
国家地理野生,http://lunar.pm:8080/RandyJ/9876/110790
户外频道,http://lunar.pm:8080/RandyJ/9876/110791
Outside TV 户外,http://lunar.pm:8080/RandyJ/9876/110792
史密森尼频道,http://lunar.pm:8080/RandyJ/9876/110793
探索涡轮,http://lunar.pm:8080/RandyJ/9876/110794
世界钓鱼网,http://lunar.pm:8080/RandyJ/9876/110795


美国 · 儿童,#genre#
卡通频道,http://lunar.pm:8080/RandyJ/9876/8869
迪士尼频道,http://lunar.pm:8080/RandyJ/9876/9343
迪士尼 Junior,http://lunar.pm:8080/RandyJ/9876/8871
迪士尼 XD,http://lunar.pm:8080/RandyJ/9876/9341
Nick Jr 儿童频道,http://lunar.pm:8080/RandyJ/9876/41614
Nicktoons 动画,http://lunar.pm:8080/RandyJ/9876/8868
Nickelodeon 尼克频道,http://lunar.pm:8080/RandyJ/9876/8870
宝贝第一台,http://line.mag7070.eu:80/play/live.php?mac=00:1A:79:81:31:53&stream=858771&extension=ts&play_token=a6eTK39OQf
大都会卡通台,http://line.mag7070.eu:80/play/live.php?mac=00:1A:79:81:31:53&stream=858772&extension=ts&play_token=3y6gHjLoG7
公共电视儿童台,http://line.mag7070.eu:80/play/live.php?mac=00:1A:79:81:31:53&stream=858753&extension=ts&play_token=Whu49dktlr
Boomerang 经典卡通,http://lunar.pm:8080/RandyJ/9876/110047

美国 · 电影,#genre#
Cinemax 电影,http://lunar.pm:8080/RandyJ/9876/18210
Cinemax 动作,http://lunar.pm:8080/RandyJ/9876/18211
Cinemax 更多,http://lunar.pm:8080/RandyJ/9876/98684
MGM+ 米高梅电影,http://lunar.pm:8080/RandyJ/9876/18206
MGM+ 热映,http://lunar.pm:8080/RandyJ/9876/98690
MGM+ 汽车影院,http://lunar.pm:8080/RandyJ/9876/98691
MGM+ 精选,http://lunar.pm:8080/RandyJ/9876/18205
HBO 电影(东部),http://lunar.pm:8080/RandyJ/9876/18202
HBO 电影(西部),http://lunar.pm:8080/RandyJ/9876/98692
HBO 2(东部),http://lunar.pm:8080/RandyJ/9876/18203
HBO 2(西部),http://lunar.pm:8080/RandyJ/9876/98693
HBO 喜剧(东部),http://lunar.pm:8080/RandyJ/9876/18200
HBO 喜剧(西部),http://lunar.pm:8080/RandyJ/9876/98694
HBO 签名(东部),http://lunar.pm:8080/RandyJ/9876/18198
HBO 签名(西部),http://lunar.pm:8080/RandyJ/9876/98696
HBO Zone(西部),http://lunar.pm:8080/RandyJ/9876/98697
HBO Zone(东部),http://lunar.pm:8080/RandyJ/9876/18197
IndiePlex 独立电影,http://lunar.pm:8080/RandyJ/9876/98727
MoviePlex 电影,http://lunar.pm:8080/RandyJ/9876/98730
RetroPlex 怀旧电影,http://lunar.pm:8080/RandyJ/9876/98732
Showtime 电影(东部),http://lunar.pm:8080/RandyJ/9876/18187
Showtime 电影(西部),http://lunar.pm:8080/RandyJ/9876/18185
Showtime 2(东部),http://lunar.pm:8080/RandyJ/9876/98715
Showtime 2(西部),http://lunar.pm:8080/RandyJ/9876/98716
Showtime BET X(东部),http://lunar.pm:8080/RandyJ/9876/98717
Showtime BET X(西部),http://lunar.pm:8080/RandyJ/9876/98718
Showtime 极限(东部),http://lunar.pm:8080/RandyJ/9876/18184
Showtime 极限(西部),http://lunar.pm:8080/RandyJ/9876/98719
Showtime 家庭(东部),http://lunar.pm:8080/RandyJ/9876/98720
Showtime 家庭(西部),http://lunar.pm:8080/RandyJ/9876/98721
Showtime Next(东部),http://lunar.pm:8080/RandyJ/9876/98722
Showtime Next(西部),http://lunar.pm:8080/RandyJ/9876/98723
Showtime 展映(东部),http://lunar.pm:8080/RandyJ/9876/18182
Showtime 展映(西部),http://lunar.pm:8080/RandyJ/9876/98724
Showtime 女性(东部),http://lunar.pm:8080/RandyJ/9876/98725
Showtime 女性(西部),http://lunar.pm:8080/RandyJ/9876/98726
Starz 电影(东部),http://lunar.pm:8080/RandyJ/9876/58532
Starz 电影(西部),http://lunar.pm:8080/RandyJ/9876/58540
Starz 影院,http://lunar.pm:8080/RandyJ/9876/58542
Starz 喜剧,http://lunar.pm:8080/RandyJ/9876/58541
Starz Edge 前沿,http://lunar.pm:8080/RandyJ/9876/58533
Starz Encore(东部),http://lunar.pm:8080/RandyJ/9876/58538
Starz Encore(西部),http://lunar.pm:8080/RandyJ/9876/98701
Starz Encore 动作,http://lunar.pm:8080/RandyJ/9876/98702
Starz Encore 黑人电影,http://lunar.pm:8080/RandyJ/9876/98704
Starz Encore 经典,http://lunar.pm:8080/RandyJ/9876/98706
Starz Encore 家庭,http://lunar.pm:8080/RandyJ/9876/98708
Starz Encore 悬疑,http://lunar.pm:8080/RandyJ/9876/98710
Starz Encore 西部,http://lunar.pm:8080/RandyJ/9876/58537
Starz 黑人电影,http://lunar.pm:8080/RandyJ/9876/58536
Starz 儿童与家庭,http://lunar.pm:8080/RandyJ/9876/58535

美国 · 新闻,#genre#
ABC 新闻直播,http://lunar.pm:8080/RandyJ/9876/21471
AccuWeather 天气,http://lunar.pm:8080/RandyJ/9876/100367
AFN 新闻,http://lunar.pm:8080/RandyJ/9876/118464
BBC 世界新闻,http://lunar.pm:8080/RandyJ/9876/8805
BNC 黑人新闻频道,http://lunar.pm:8080/RandyJ/9876/105617
C-SPAN 国会频道,http://lunar.pm:8080/RandyJ/9876/98734
CBSN 数字新闻,http://lunar.pm:8080/RandyJ/9876/8846
CNBC 财经频道,http://lunar.pm:8080/RandyJ/9876/120016
CNBC 世界财经,http://lunar.pm:8080/RandyJ/9876/25724
CNN 有线电视新闻,http://lunar.pm:8080/RandyJ/9876/8854
C-SPAN 2 国会频道,http://lunar.pm:8080/RandyJ/9876/98735
FOX 商业频道,http://lunar.pm:8080/RandyJ/9876/9328
FOX 新闻,http://lunar.pm:8080/RandyJ/9876/123011
